num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
4,Mobile,RoundTrip,21,10,3,W,JFKDXB,United Kingdom,0,0,0,10.88,0
2,Internet,RoundTrip,248,19,21,T,LTNPRG,United Kingdom,1,0,0,2.58,0
3,Mobile,RoundTrip,65,19,10,T,JFKDXB,France,1,1,1,12.02,0
3,Mobile,RoundTrip,54,8,3,S,AUHBOM,UAE,1,0,0,11.91,0
4,Internet,RoundTrip,335,18,22,W,LTNPRG,France,1,1,1,14.63,1
1,Internet,RoundTrip,83,7,9,F,LHRBOM,United Kingdom,0,1,0,4.34,1
2,Mobile,RoundTrip,358,4,16,S,AUHBOM,India,1,1,1,3.71,0
2,Internet,RoundTrip,127,5,12,F,AUHBOM,India,1,1,0,13.98,1
3,Mobile,OneWay,101,6,2,T,LTNPRG,France,0,0,1,6.34,0
4,Mobile,RoundTrip,166,6,16,M,CDGSYD,UAE,0,1,1,9.88,0
1,Mobile,RoundTrip,101,6,21,S,CDGSYD,UAE,1,1,0,14.41,0
1,Internet,RoundTrip,338,8,22,T,LTNPRG,India,1,1,0,10.78,1
4,Internet,OneWay,223,1,17,T,LHRBOM,UAE,0,1,0,5.44,0
3,Mobile,RoundTrip,271,8,15,M,LTNPRG,United Kingdom,1,1,0,3.63,1
3,Internet,RoundTrip,28,11,16,S,LTNPRG,United Kingdom,1,0,0,6.46,1
1,Internet,RoundTrip,88,9,22,T,AUHBOM,India,1,0,1,10.67,1
3,Internet,RoundTrip,217,10,12,F,JFKDXB,USA,1,0,0,14.35,0
2,Mobile,RoundTrip,178,5,20,T,JFKDXB,United Kingdom,1,0,0,2.83,1
3,Internet,RoundTrip,353,3,9,T,LTNPRG,India,0,0,0,7.63,0
1,Internet,OneWay,264,19,7,T,JFKDXB,USA,0,1,0,12.45,0
2,Internet,RoundTrip,109,20,2,S,LTNPRG,France,0,1,1,13.36,1
3,Mobile,OneWay,166,9,10,F,CDGSYD,United Kingdom,0,1,1,13.13,1
3,Internet,RoundTrip,271,16,14,F,JFKDXB,France,0,1,1,12.11,1
4,Mobile,RoundTrip,150,3,9,F,AUHBOM,UAE,0,1,1,4.4,0
4,Mobile,RoundTrip,192,4,2,S,CDGSYD,India,1,1,1,6.56,0
1,Mobile,RoundTrip,291,11,10,T,AUHBOM,United Kingdom,0,1,0,9.65,1
1,Mobile,RoundTrip,105,15,13,F,JFKDXB,India,1,0,0,3.75,1
2,Internet,OneWay,37,15,2,S,AUHBOM,UAE,0,1,0,7.09,1
4,Internet,RoundTrip,151,7,12,S,LHRBOM,UAE,1,1,1,4.75,1
2,Internet,OneWay,80,18,8,S,LTNPRG,France,1,1,1,5.86,1
4,Mobile,RoundTrip,201,13,13,M,LTNPRG,United Kingdom,1,0,0,12.32,1
1,Internet,RoundTrip,311,7,0,S,AUHBOM,UAE,1,1,0,10.9,0
4,Internet,RoundTrip,278,10,19,F,AUHBOM,UAE,0,0,1,2.07,1
1,Mobile,RoundTrip,266,6,9,T,CDGSYD,USA,0,1,1,14.16,0
4,Internet,RoundTrip,197,3,9,S,JFKDXB,India,0,1,1,8.83,0
4,Mobile,RoundTrip,324,1,2,S,CDGSYD,India,0,0,0,10.51,1
2,Internet,RoundTrip,337,10,10,F,LTNPRG,United Kingdom,0,1,0,10.06,1
2,Internet,RoundTrip,276,1,9,S,AUHBOM,UAE,0,1,1,2.93,1
3,Internet,RoundTrip,43,20,1,S,JFKDXB,France,1,0,0,13.55,0
3,Internet,RoundTrip,109,18,13,W,JFKDXB,India,0,1,1,10.89,0
1,Internet,RoundTrip,349,15,6,S,AUHBOM,France,1,1,1,5.35,1
1,Mobile,RoundTrip,27,16,8,T,AUHBOM,United Kingdom,0,1,0,3.11,0
4,Internet,RoundTrip,201,13,1,T,CDGSYD,UAE,1,0,1,14.91,0
4,Internet,OneWay,233,15,14,M,LTNPRG,United Kingdom,0,1,0,14.17,0
1,Mobile,OneWay,143,17,3,F,LTNPRG,USA,0,0,0,11.4,0
4,Mobile,RoundTrip,257,11,13,M,LHRBOM,United Kingdom,0,0,0,8.95,0
4,Internet,OneWay,28,17,9,S,LTNPRG,India,1,1,1,9.7,1
4,Mobile,OneWay,80,5,17,S,JFKDXB,United Kingdom,1,1,0,8.4,1
1,Internet,RoundTrip,108,18,9,M,CDGSYD,India,1,1,1,13.19,1
3,Internet,OneWay,63,15,15,T,JFKDXB,United Kingdom,0,0,1,11.62,0
1,Internet,RoundTrip,160,3,21,T,AUHBOM,USA,0,1,0,2.9,0
1,Mobile,RoundTrip,171,4,5,F,CDGSYD,India,1,0,1,6.26,0
1,Internet,RoundTrip,342,3,2,T,LTNPRG,USA,1,0,0,11.42,0
2,Internet,OneWay,177,5,13,F,LTNPRG,United Kingdom,0,0,1,14.82,0
3,Mobile,OneWay,276,16,3,S,JFKDXB,USA,0,0,0,11.86,1
1,Internet,OneWay,33,17,5,F,LTNPRG,United Kingdom,0,0,0,8.45,0
1,Internet,RoundTrip,22,20,17,S,LTNPRG,United Kingdom,1,1,0,12.0,1
2,Mobile,OneWay,144,3,15,T,LHRBOM,France,0,1,0,11.42,1
1,Internet,RoundTrip,120,12,0,S,LTNPRG,UAE,0,1,0,11.26,0
4,Internet,OneWay,337,17,13,S,AUHBOM,USA,1,0,0,14.31,0
1,Internet,OneWay,179,20,14,T,LTNPRG,France,1,0,0,10.02,1
2,Mobile,RoundTrip,178,2,7,T,AUHBOM,United Kingdom,1,0,1,8.73,1
2,Internet,RoundTrip,310,14,17,F,LHRBOM,France,0,1,0,11.66,0
1,Internet,OneWay,316,2,16,S,LHRBOM,France,0,1,0,13.52,1
4,Internet,OneWay,283,2,14,M,LTNPRG,India,1,1,0,10.13,1
1,Internet,OneWay,160,17,5,W,CDGSYD,UAE,0,0,1,2.25,1
2,Mobile,RoundTrip,79,19,6,S,CDGSYD,UAE,0,1,1,2.94,1
3,Internet,RoundTrip,13,4,12,M,LHRBOM,UAE,0,0,1,12.81,0
2,Internet,RoundTrip,19,17,2,S,LHRBOM,India,1,1,0,8.56,0
2,Internet,RoundTrip,297,19,9,M,LHRBOM,United Kingdom,1,1,1,14.85,0
1,Internet,OneWay,49,11,22,F,LHRBOM,India,1,0,0,4.83,0
2,Internet,RoundTrip,151,4,14,W,AUHBOM,India,0,0,1,11.2,0
1,Mobile,RoundTrip,184,15,19,T,AUHBOM,USA,0,0,0,7.43,1
2,Mobile,RoundTrip,203,11,7,T,LHRBOM,United Kingdom,1,1,0,2.26,0
2,Internet,OneWay,33,8,16,S,JFKDXB,UAE,0,0,1,6.76,0
2,Internet,RoundTrip,191,18,16,T,CDGSYD,United Kingdom,0,1,0,4.52,1
1,Internet,RoundTrip,91,13,4,S,LTNPRG,France,1,0,1,9.06,0
4,Internet,RoundTrip,125,6,5,F,LHRBOM,France,0,1,1,13.29,0
1,Internet,RoundTrip,299,9,9,S,LHRBOM,France,0,1,1,14.9,1
1,Internet,RoundTrip,168,7,14,T,LHRBOM,France,0,1,0,9.16,0
1,Mobile,RoundTrip,147,11,16,T,LHRBOM,France,0,1,1,14.08,0
4,Mobile,RoundTrip,6,6,22,M,CDGSYD,UAE,1,1,0,13.34,0
2,Internet,RoundTrip,363,13,2,W,LHRBOM,France,0,1,0,4.56,1
2,Mobile,RoundTrip,217,9,14,F,JFKDXB,United Kingdom,0,1,0,2.35,0
4,Internet,RoundTrip,276,2,22,W,LHRBOM,United Kingdom,1,1,1,13.18,0
1,Internet,RoundTrip,158,1,3,T,CDGSYD,UAE,0,1,1,9.46,1
1,Mobile,RoundTrip,97,2,21,T,JFKDXB,UAE,0,1,1,12.1,0
1,Internet,RoundTrip,100,4,19,S,LHRBOM,USA,1,1,1,10.39,0
3,Internet,RoundTrip,3,2,3,S,LHRBOM,USA,0,1,0,4.95,0
4,Mobile,OneWay,324,14,4,W,LHRBOM,United Kingdom,0,0,1,7.87,1
3,Internet,OneWay,192,12,4,M,AUHBOM,India,0,1,1,6.57,1
4,Mobile,RoundTrip,129,1,2,M,AUHBOM,United Kingdom,0,1,1,11.03,1
4,Internet,RoundTrip,257,9,8,F,JFKDXB,France,0,1,0,2.73,1
2,Mobile,OneWay,48,6,10,F,CDGSYD,USA,0,0,1,7.81,0
1,Internet,RoundTrip,171,11,10,S,LHRBOM,United Kingdom,0,0,0,5.18,1
1,Internet,OneWay,159,12,19,F,CDGSYD,USA,1,0,0,11.2,0
4,Internet,OneWay,330,11,10,T,AUHBOM,UAE,0,1,1,8.04,0
3,Mobile,RoundTrip,291,8,4,M,AUHBOM,UAE,0,1,0,11.11,1
4,Internet,RoundTrip,280,1,15,T,JFKDXB,USA,0,1,1,12.32,1
3,Mobile,OneWay,95,16,14,W,AUHBOM,UAE,0,0,0,11.99,0
4,Internet,RoundTrip,190,16,10,S,LTNPRG,India,0,0,0,14.01,0
4,Internet,RoundTrip,357,18,14,F,CDGSYD,France,0,1,1,3.28,0
4,Internet,RoundTrip,7,15,4,T,LHRBOM,UAE,0,0,0,3.08,0
4,Internet,RoundTrip,238,7,17,S,LHRBOM,United Kingdom,1,0,1,5.03,1
1,Mobile,OneWay,124,14,6,T,LHRBOM,India,0,0,1,7.91,0
3,Internet,RoundTrip,270,19,1,F,CDGSYD,United Kingdom,0,1,1,8.49,1
4,Internet,RoundTrip,180,1,9,S,AUHBOM,France,1,0,1,13.65,1
2,Internet,RoundTrip,256,11,5,M,JFKDXB,USA,1,0,1,14.84,0
4,Internet,RoundTrip,92,14,11,T,AUHBOM,India,1,0,1,6.4,1
2,Internet,RoundTrip,322,20,10,T,AUHBOM,India,1,0,1,14.35,0
1,Mobile,OneWay,305,11,21,S,CDGSYD,United Kingdom,1,0,1,5.31,1
3,Internet,RoundTrip,233,18,9,W,CDGSYD,USA,1,1,1,4.39,0
1,Internet,RoundTrip,155,16,2,S,JFKDXB,USA,0,0,1,10.99,1
2,Internet,OneWay,56,16,11,S,JFKDXB,France,0,0,1,6.92,0
4,Internet,RoundTrip,75,2,18,M,JFKDXB,USA,1,0,1,12.38,0
1,Internet,RoundTrip,146,11,6,F,JFKDXB,UAE,0,0,1,13.78,0
1,Internet,RoundTrip,284,15,7,M,LHRBOM,India,0,1,1,9.42,1
4,Internet,RoundTrip,345,3,4,S,JFKDXB,UAE,1,0,1,13.33,0
4,Mobile,RoundTrip,222,20,16,M,JFKDXB,USA,1,0,1,6.1,1
2,Mobile,RoundTrip,342,14,3,M,JFKDXB,France,0,0,1,2.86,1
2,Mobile,OneWay,72,18,5,S,AUHBOM,UAE,1,1,0,9.13,1
4,Mobile,RoundTrip,271,13,2,W,LHRBOM,USA,0,0,0,14.54,0
3,Internet,RoundTrip,194,18,8,W,LTNPRG,United Kingdom,1,0,1,10.04,1
4,Mobile,RoundTrip,52,19,19,T,LHRBOM,USA,1,0,0,11.46,1
1,Internet,RoundTrip,253,2,10,T,LHRBOM,USA,1,0,1,13.85,1
3,Internet,RoundTrip,329,19,2,F,LHRBOM,USA,0,1,0,12.12,0
3,Internet,OneWay,164,11,17,S,JFKDXB,UAE,0,0,1,9.83,0
1,Internet,RoundTrip,93,10,8,S,LHRBOM,USA,1,0,0,12.56,1
3,Mobile,RoundTrip,111,5,3,T,CDGSYD,France,0,1,0,6.34,0
1,Mobile,RoundTrip,219,9,0,S,CDGSYD,United Kingdom,1,1,0,9.57,1
4,Internet,RoundTrip,252,11,7,F,LHRBOM,France,0,1,0,13.51,0
3,Internet,RoundTrip,79,11,3,M,CDGSYD,UAE,1,1,1,7.45,0
1,Internet,RoundTrip,251,15,12,S,LTNPRG,UAE,0,0,1,12.69,0
3,Internet,RoundTrip,272,14,9,T,LTNPRG,United Kingdom,0,1,1,11.49,0
1,Mobile,OneWay,7,15,15,T,CDGSYD,United Kingdom,1,1,1,6.31,1
4,Mobile,OneWay,140,12,6,S,LHRBOM,India,1,0,1,10.43,0
1,Internet,RoundTrip,86,20,1,S,LHRBOM,USA,0,1,0,7.73,0
3,Internet,RoundTrip,289,18,2,S,AUHBOM,USA,0,0,1,6.55,1
1,Internet,RoundTrip,236,20,2,T,CDGSYD,USA,0,0,0,11.06,0
1,Internet,RoundTrip,195,15,6,T,LHRBOM,USA,0,1,0,4.02,1
4,Internet,RoundTrip,82,5,16,W,LTNPRG,United Kingdom,1,0,0,10.56,0
2,Internet,RoundTrip,176,20,12,W,AUHBOM,India,1,0,1,4.0,0
1,Internet,RoundTrip,351,19,8,T,LHRBOM,India,1,0,0,8.35,0
3,Internet,RoundTrip,363,6,5,W,JFKDXB,United Kingdom,1,0,1,11.88,1
1,Internet,RoundTrip,60,18,3,S,LHRBOM,UAE,0,1,1,10.64,1
3,Mobile,RoundTrip,177,11,3,W,AUHBOM,UAE,0,0,0,6.94,0
4,Internet,RoundTrip,273,15,6,F,LTNPRG,United Kingdom,1,0,0,7.85,0
3,Mobile,OneWay,109,7,11,T,LTNPRG,India,1,1,0,5.19,1
1,Internet,RoundTrip,364,6,13,S,CDGSYD,India,0,0,1,7.39,0
1,Internet,RoundTrip,170,9,21,W,AUHBOM,India,1,0,0,13.76,0
1,Internet,RoundTrip,127,4,21,T,AUHBOM,United Kingdom,1,1,0,12.96,0
3,Mobile,RoundTrip,343,3,6,S,AUHBOM,France,0,1,1,3.27,0
3,Internet,OneWay,220,9,16,S,LTNPRG,UAE,1,0,0,4.38,1
3,Internet,RoundTrip,23,19,3,W,LHRBOM,USA,0,1,0,2.48,1
2,Internet,RoundTrip,39,1,18,W,JFKDXB,India,1,1,0,7.41,0
1,Mobile,OneWay,357,7,21,T,LTNPRG,United Kingdom,1,1,0,12.77,1
4,Internet,RoundTrip,227,6,13,S,JFKDXB,UAE,1,1,0,9.52,1
3,Internet,RoundTrip,317,5,12,S,AUHBOM,USA,0,1,0,5.06,1
3,Mobile,RoundTrip,360,2,8,W,LHRBOM,UAE,0,0,1,7.12,1
1,Internet,RoundTrip,272,4,20,F,JFKDXB,UAE,0,1,0,3.22,1
2,Internet,RoundTrip,355,11,22,M,CDGSYD,USA,0,0,1,6.99,0
2,Mobile,RoundTrip,348,9,16,S,AUHBOM,USA,1,0,1,6.87,0
3,Internet,RoundTrip,150,13,1,T,CDGSYD,France,1,0,1,5.48,1
4,Internet,RoundTrip,233,18,20,F,LHRBOM,India,1,1,1,4.73,0
4,Internet,RoundTrip,299,3,18,T,LHRBOM,India,1,0,0,4.81,0
3,Internet,RoundTrip,345,7,8,T,JFKDXB,USA,0,1,1,3.87,0
2,Mobile,RoundTrip,301,18,5,M,AUHBOM,India,0,1,0,3.79,0
2,Internet,RoundTrip,294,5,17,W,JFKDXB,UAE,0,0,1,14.73,0
3,Internet,RoundTrip,120,2,13,W,JFKDXB,UAE,1,0,1,10.49,0
2,Internet,RoundTrip,157,5,17,T,LTNPRG,France,1,1,1,10.33,1
2,Internet,RoundTrip,300,8,22,S,CDGSYD,France,0,0,1,7.12,1
4,Internet,RoundTrip,47,6,8,F,LHRBOM,UAE,1,1,1,4.18,0
3,Internet,OneWay,60,11,19,S,AUHBOM,United Kingdom,0,1,1,8.34,1
2,Mobile,RoundTrip,287,5,10,T,LTNPRG,France,1,1,0,6.88,1
3,Internet,OneWay,357,12,19,S,LTNPRG,United Kingdom,0,1,0,5.16,0
2,Mobile,RoundTrip,153,18,5,F,LHRBOM,UAE,1,0,0,11.88,0
1,Internet,RoundTrip,315,7,18,M,LTNPRG,United Kingdom,0,0,0,5.04,0
4,Internet,RoundTrip,130,11,16,S,CDGSYD,USA,0,1,0,11.35,1
2,Mobile,RoundTrip,186,15,10,T,AUHBOM,United Kingdom,1,0,0,3.64,1
2,Mobile,OneWay,355,2,21,S,AUHBOM,UAE,0,0,0,8.48,0
1,Internet,RoundTrip,141,7,9,T,JFKDXB,USA,1,0,0,10.82,0
4,Internet,RoundTrip,322,13,17,F,JFKDXB,United Kingdom,1,0,0,10.95,0
3,Mobile,OneWay,345,6,11,S,CDGSYD,France,1,0,0,14.74,0
2,Internet,RoundTrip,269,9,3,M,LTNPRG,USA,0,0,0,7.88,1
3,Internet,RoundTrip,26,10,6,S,LTNPRG,USA,0,0,0,6.91,0
2,Internet,RoundTrip,350,19,18,S,LHRBOM,India,1,0,0,11.68,1
2,Internet,OneWay,182,3,10,W,CDGSYD,UAE,1,0,1,2.84,0
2,Internet,RoundTrip,106,13,19,T,AUHBOM,India,1,1,0,8.39,1
1,Internet,RoundTrip,178,20,2,F,JFKDXB,France,0,0,1,13.32,0
4,Mobile,RoundTrip,161,19,17,S,LTNPRG,India,1,0,0,5.45,0
4,Internet,OneWay,139,12,20,M,LHRBOM,UAE,0,1,1,8.53,0
4,Internet,OneWay,247,8,22,T,CDGSYD,UAE,1,0,0,4.11,1
2,Mobile,OneWay,41,3,16,F,LTNPRG,India,1,0,0,14.28,1
4,Internet,RoundTrip,231,6,10,W,LHRBOM,France,1,0,1,13.04,1
2,Internet,RoundTrip,92,16,1,S,LTNPRG,India,1,1,1,11.96,1
4,Internet,OneWay,289,1,4,T,LHRBOM,USA,1,1,1,3.91,1
1,Internet,RoundTrip,358,15,15,F,AUHBOM,India,1,0,0,8.55,1
2,Internet,OneWay,173,19,20,W,LHRBOM,India,1,0,1,4.78,1
3,Mobile,OneWay,295,9,17,F,LHRBOM,United Kingdom,0,0,1,13.93,1
4,Mobile,RoundTrip,117,17,13,T,LTNPRG,UAE,0,1,0,14.09,0
2,Internet,RoundTrip,306,20,19,T,CDGSYD,France,1,1,0,11.49,1
2,Internet,RoundTrip,195,16,7,M,AUHBOM,France,1,0,1,10.56,0
4,Mobile,RoundTrip,186,11,7,T,LTNPRG,UAE,0,1,0,5.17,1
2,Internet,RoundTrip,38,12,2,S,CDGSYD,India,0,1,1,2.95,1
3,Mobile,RoundTrip,241,5,14,W,JFKDXB,USA,0,0,1,12.9,1
2,Internet,RoundTrip,288,3,4,M,AUHBOM,France,0,1,1,5.1,0
1,Mobile,RoundTrip,184,16,6,S,AUHBOM,United Kingdom,1,1,1,5.47,1
2,Mobile,RoundTrip,59,11,2,W,CDGSYD,UAE,0,0,1,5.34,0
3,Internet,RoundTrip,247,19,19,F,LHRBOM,India,1,1,0,6.53,0
1,Internet,RoundTrip,228,15,4,S,JFKDXB,India,0,1,0,6.22,1
1,Mobile,RoundTrip,315,6,20,W,CDGSYD,USA,0,1,1,5.33,1
4,Internet,RoundTrip,348,20,5,W,CDGSYD,UAE,1,1,0,3.67,1
1,Internet,OneWay,89,1,1,T,JFKDXB,USA,0,0,1,12.09,0
1,Internet,RoundTrip,107,2,22,T,LHRBOM,France,1,0,0,14.26,1
3,Internet,OneWay,347,13,6,M,LHRBOM,UAE,1,0,0,3.97,0
3,Internet,RoundTrip,44,13,16,M,AUHBOM,India,0,1,1,9.49,1
1,Internet,RoundTrip,333,15,2,M,CDGSYD,USA,1,1,0,7.72,0
1,Internet,RoundTrip,57,13,4,W,AUHBOM,France,0,1,0,7.83,0
4,Mobile,RoundTrip,153,6,9,M,LTNPRG,USA,1,0,0,11.82,0
3,Internet,RoundTrip,51,3,17,S,CDGSYD,India,0,1,1,11.8,0
3,Internet,OneWay,356,20,0,S,JFKDXB,United Kingdom,0,1,1,2.82,1
1,Internet,RoundTrip,183,7,14,S,JFKDXB,United Kingdom,0,1,1,13.59,0
1,Mobile,OneWay,322,4,18,T,LTNPRG,United Kingdom,0,1,0,2.18,1
1,Internet,RoundTrip,12,2,2,W,LHRBOM,India,1,1,1,7.7,0
4,Mobile,RoundTrip,15,17,9,S,AUHBOM,India,1,1,0,3.22,1
4,Internet,RoundTrip,194,17,21,M,CDGSYD,UAE,1,0,0,10.66,1
3,Internet,RoundTrip,16,18,12,W,AUHBOM,India,0,1,1,7.41,0
3,Mobile,OneWay,198,18,17,T,CDGSYD,USA,0,0,1,3.82,1
1,Mobile,RoundTrip,258,4,17,W,LTNPRG,United Kingdom,0,0,1,6.4,0
4,Internet,OneWay,178,1,9,S,CDGSYD,UAE,1,0,1,5.38,1
3,Internet,RoundTrip,286,11,16,S,AUHBOM,USA,1,1,0,10.5,0
3,Internet,RoundTrip,38,11,21,S,AUHBOM,UAE,0,1,0,10.7,1
4,Internet,RoundTrip,91,1,7,T,LHRBOM,India,0,0,1,9.14,1
1,Mobile,RoundTrip,59,18,1,M,LHRBOM,USA,1,0,0,12.13,1
2,Mobile,RoundTrip,182,13,18,S,AUHBOM,UAE,0,0,0,2.29,1
1,Internet,RoundTrip,145,14,7,M,AUHBOM,United Kingdom,0,1,0,10.53,1
2,Internet,RoundTrip,197,11,14,F,LHRBOM,UAE,0,1,0,10.49,0
2,Internet,OneWay,56,20,3,S,CDGSYD,USA,1,1,0,8.01,1
2,Internet,OneWay,163,16,5,M,JFKDXB,UAE,1,1,0,12.9,1
3,Mobile,RoundTrip,279,12,17,F,CDGSYD,France,0,0,0,2.96,1
2,Internet,RoundTrip,26,11,0,S,AUHBOM,United Kingdom,1,0,0,11.89,0
1,Internet,RoundTrip,287,17,11,S,AUHBOM,India,1,1,1,6.08,0
1,Internet,RoundTrip,80,8,17,W,AUHBOM,France,1,1,1,2.41,1
3,Mobile,RoundTrip,317,18,10,T,LTNPRG,USA,1,1,0,2.31,1
3,Internet,OneWay,297,3,3,T,LHRBOM,United Kingdom,1,0,1,5.18,1
4,Internet,OneWay,163,1,14,F,LHRBOM,UAE,1,0,1,9.62,1
4,Internet,RoundTrip,27,2,2,S,LHRBOM,United Kingdom,0,0,1,10.01,0
1,Internet,RoundTrip,141,8,13,S,LTNPRG,France,1,0,0,3.48,0
3,Internet,RoundTrip,227,11,9,W,CDGSYD,USA,1,1,1,5.77,1
1,Internet,RoundTrip,124,18,12,T,CDGSYD,UAE,1,1,0,3.34,1
1,Internet,RoundTrip,231,19,21,S,LTNPRG,India,1,1,0,12.87,1
4,Internet,OneWay,300,1,20,F,JFKDXB,India,0,1,1,13.09,0
2,Mobile,OneWay,349,16,16,M,AUHBOM,France,0,0,1,4.65,0
4,Internet,RoundTrip,145,5,11,S,JFKDXB,United Kingdom,1,1,0,13.68,1
1,Internet,OneWay,360,8,18,S,AUHBOM,India,0,1,1,3.07,0
3,Internet,RoundTrip,91,18,2,F,LTNPRG,USA,1,0,1,8.99,1
2,Mobile,RoundTrip,344,20,6,W,JFKDXB,France,1,1,1,11.32,0
4,Mobile,OneWay,52,16,10,S,AUHBOM,UAE,0,1,1,7.21,0
3,Mobile,RoundTrip,198,4,19,T,LTNPRG,UAE,1,1,1,3.24,1
4,Internet,RoundTrip,245,1,8,T,LHRBOM,USA,1,1,1,11.94,1
2,Internet,RoundTrip,16,20,9,S,LTNPRG,India,1,1,0,12.23,1
4,Internet,RoundTrip,162,5,21,W,LTNPRG,France,0,1,1,6.26,0
4,Internet,RoundTrip,101,5,22,S,AUHBOM,UAE,1,0,1,2.29,0
4,Internet,RoundTrip,297,11,0,W,LHRBOM,UAE,0,1,1,13.96,1
2,Internet,RoundTrip,174,4,13,S,CDGSYD,India,0,1,0,3.06,0
4,Internet,RoundTrip,38,14,15,S,AUHBOM,India,1,1,0,5.4,0
3,Internet,RoundTrip,15,18,13,T,JFKDXB,United Kingdom,1,1,0,7.66,0
1,Internet,RoundTrip,9,7,22,W,CDGSYD,United Kingdom,1,0,0,7.8,1
4,Internet,OneWay,14,10,21,F,AUHBOM,India,0,1,1,8.79,0
1,Mobile,RoundTrip,177,18,5,T,LHRBOM,United Kingdom,1,0,1,4.74,1
3,Internet,RoundTrip,118,18,21,W,AUHBOM,India,1,0,0,7.05,1
1,Mobile,OneWay,76,2,9,M,LTNPRG,United Kingdom,1,0,1,14.12,1
4,Internet,OneWay,141,15,0,T,AUHBOM,United Kingdom,0,1,1,13.52,1
3,Mobile,RoundTrip,160,1,8,F,JFKDXB,India,0,1,0,3.18,1
4,Mobile,RoundTrip,212,4,5,W,LHRBOM,United Kingdom,0,1,0,12.15,1
3,Internet,RoundTrip,182,13,21,S,JFKDXB,USA,1,1,0,9.16,0
3,Mobile,RoundTrip,340,3,14,W,AUHBOM,India,1,0,1,2.44,0
4,Internet,RoundTrip,137,4,7,T,JFKDXB,United Kingdom,0,0,1,12.25,1
2,Internet,RoundTrip,143,9,0,M,LTNPRG,USA,1,0,1,4.02,1
3,Mobile,RoundTrip,150,9,8,S,LTNPRG,UAE,0,0,0,5.17,0
2,Internet,RoundTrip,18,12,7,S,LTNPRG,USA,0,1,0,2.98,0
1,Internet,RoundTrip,273,19,10,T,CDGSYD,France,0,0,1,11.96,1
4,Internet,RoundTrip,197,9,4,T,CDGSYD,USA,1,1,0,11.18,0
2,Internet,OneWay,146,7,12,F,LTNPRG,UAE,1,0,0,12.86,0
1,Internet,RoundTrip,131,5,12,T,LTNPRG,India,0,1,0,8.59,0
4,Internet,RoundTrip,189,18,16,W,JFKDXB,UAE,0,1,0,7.6,1
4,Internet,OneWay,329,5,13,F,LTNPRG,UAE,1,1,0,9.17,1
3,Internet,RoundTrip,145,1,16,T,JFKDXB,France,1,0,0,2.1,0
2,Internet,RoundTrip,158,11,4,M,LTNPRG,USA,1,1,0,12.11,0
4,Internet,RoundTrip,49,15,3,T,JFKDXB,India,1,0,1,12.77,1
3,Internet,RoundTrip,118,1,12,W,LHRBOM,UAE,1,1,0,2.77,0
2,Internet,RoundTrip,273,13,22,S,JFKDXB,India,1,0,1,13.83,0
2,Internet,RoundTrip,264,9,9,T,LHRBOM,USA,1,0,0,7.35,0
4,Mobile,RoundTrip,294,16,16,S,JFKDXB,USA,1,1,1,5.07,1
4,Mobile,RoundTrip,180,1,22,M,AUHBOM,United Kingdom,0,0,1,2.51,0
3,Internet,RoundTrip,328,18,2,S,LTNPRG,France,1,1,1,14.75,0
1,Internet,RoundTrip,203,18,1,S,LHRBOM,India,0,1,1,10.64,0
1,Mobile,OneWay,48,14,15,M,LTNPRG,UAE,1,1,1,10.01,1
2,Mobile,RoundTrip,56,13,19,T,LHRBOM,USA,1,0,1,3.91,0
3,Internet,RoundTrip,181,15,15,F,LHRBOM,India,1,0,1,12.44,0
4,Internet,RoundTrip,137,4,22,T,AUHBOM,UAE,0,0,0,9.66,0
4,Internet,RoundTrip,40,18,0,S,CDGSYD,France,1,1,0,6.63,1
2,Internet,OneWay,17,16,12,M,AUHBOM,France,0,0,1,10.14,0
1,Mobile,RoundTrip,226,16,16,T,LHRBOM,France,0,1,1,3.81,0
2,Internet,OneWay,275,10,15,T,JFKDXB,United Kingdom,0,1,1,7.52,1
1,Internet,RoundTrip,81,3,0,F,CDGSYD,France,1,1,0,4.04,1
4,Internet,RoundTrip,90,11,2,T,CDGSYD,UAE,0,0,1,3.49,0
1,Mobile,RoundTrip,195,11,22,T,LTNPRG,UAE,0,0,1,14.93,1
4,Internet,OneWay,44,6,8,M,AUHBOM,USA,1,1,0,5.71,1
3,Mobile,RoundTrip,305,19,4,M,LHRBOM,India,1,0,1,2.15,0
1,Internet,RoundTrip,215,8,4,T,AUHBOM,France,1,0,0,4.84,0
3,Internet,OneWay,132,20,3,S,LTNPRG,USA,0,0,1,6.76,0
3,Internet,RoundTrip,211,18,13,F,JFKDXB,United Kingdom,1,0,0,2.17,0
1,Internet,RoundTrip,60,2,11,S,JFKDXB,United Kingdom,1,0,1,10.16,0
1,Mobile,RoundTrip,115,3,21,M,CDGSYD,United Kingdom,0,0,0,8.79,1
2,Internet,OneWay,194,8,10,T,JFKDXB,UAE,0,0,0,6.43,0
1,Internet,RoundTrip,351,13,0,M,CDGSYD,India,1,1,0,13.55,0
3,Internet,RoundTrip,308,3,12,W,AUHBOM,France,0,0,1,5.16,0
3,Internet,OneWay,232,5,11,S,JFKDXB,UAE,1,0,0,3.19,0
